Id,TableInfoId,ColumnName,BusinessMeaning,BusinessContext,DataExamples,ValidationRules,IsKeyColumn,IsActive,CreatedDate,UpdatedDate,CreatedBy,UpdatedBy,NaturalLanguageAliases,ValueExamples,DataLineage,CalculationRules,SemanticTags,BusinessDataType,ConstraintsAndRules,DataQualityScore,UsageFrequency,PreferredAggregation,RelatedBusinessTerms,IsSensitiveData,IsCalculatedField,SemanticContext,ConceptualRelationships,DomainSpecificTerms,QueryIntentMapping,BusinessQuestionTypes,SemanticSynonyms,AnalyticalContext,BusinessMetrics,SemanticRelevanceScore,LLMPromptHints,VectorSearchTags,BusinessPurpose,BusinessFriendlyName,NaturalLanguageDescription,BusinessRules,RelationshipContext,DataGovernanceLevel,LastBusinessReview,ImportanceScore
1902,224,Language,Business data field for Language in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9721930,2025-07-02 06:15:53.9722225,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""Language""]",[],"Source: DailyActions.Language, Type: nvarchar",Direct data entry from source systems,[],Text,MAX_LENGTH(10),0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,Language,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9722217,0.60
1903,224,RegisteredPlatform,Business data field for RegisteredPlatform in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9728858,2025-07-02 06:15:53.9729136,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""RegisteredPlatform""]",[],"Source: DailyActions.RegisteredPlatform, Type: nvarchar",Direct data entry from source systems,[],Text,MAX_LENGTH(10),0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,RegisteredPlatform,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9729126,0.60
1904,224,Email,Business data field for Email in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9739809,2025-07-02 06:15:53.9740216,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""Email""]",[],"Source: DailyActions.Email, Type: nvarchar",Direct data entry from source systems,[],Text,MAX_LENGTH(256),0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,Email,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9740207,0.60
1905,224,IsOptIn,Business data field for IsOptIn in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9748026,2025-07-02 06:15:53.9748303,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""IsOptIn""]",[],"Source: DailyActions.IsOptIn, Type: bit",Direct data entry from source systems,[],Boolean,,0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,IsOptIn,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9748296,0.60
1906,224,IsBlocked,Business data field for IsBlocked in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9754365,2025-07-02 06:15:53.9754575,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""IsBlocked""]",[],"Source: DailyActions.IsBlocked, Type: bit",Direct data entry from source systems,[],Boolean,,0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,IsBlocked,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9754568,0.60
1907,224,IsTest,Business data field for IsTest in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9760621,2025-07-02 06:15:53.9760828,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""IsTest""]",[],"Source: DailyActions.IsTest, Type: bit",Direct data entry from source systems,[],Boolean,,0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,IsTest,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9760822,0.60
1908,224,LastLoginDate,Business data field for LastLoginDate in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9766033,2025-07-02 06:15:53.9766224,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""LastLoginDate""]",[],"Source: DailyActions.LastLoginDate, Type: datetime",Direct data entry from source systems,[],DateTime,Valid date format required,0.9000,0.6000,COUNT,"[""Time Series"",""Reporting Period"",""Temporal Analysis""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Temporal"",""Time Series"",""Reporting Period"",""Calendar""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Daily Trends"",""Period Analysis"",""Time Series"",""Seasonal Patterns"",""Growth Rates""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,Activity Date,"Date field providing temporal dimension for tbl_Daily_actions_players data, essential for time-based analysis and reporting.",[],{},Internal,2025-07-02 06:15:53.9766219,0.60
1909,224,VIPLevel,Business data field for VIPLevel in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9771324,2025-07-02 06:15:53.9771523,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""VIPLevel""]",[],"Source: DailyActions.VIPLevel, Type: nvarchar",Direct data entry from source systems,[],Text,MAX_LENGTH(10),0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,VIPLevel,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9771518,0.60
1910,224,LastUpdated,Business data field for LastUpdated in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9777136,2025-07-02 06:15:53.9777318,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""LastUpdated""]",[],"Source: DailyActions.LastUpdated, Type: datetime",Direct data entry from source systems,[],DateTime,Valid date format required,0.9000,0.6000,COUNT,"[""Time Series"",""Reporting Period"",""Temporal Analysis""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Temporal"",""Time Series"",""Reporting Period"",""Calendar""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Daily Trends"",""Period Analysis"",""Time Series"",""Seasonal Patterns"",""Growth Rates""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,Activity Date,"Date field providing temporal dimension for tbl_Daily_actions_players data, essential for time-based analysis and reporting.",[],{},Internal,2025-07-02 06:15:53.9777313,0.60
1911,224,TotalDeposits,Business data field for TotalDeposits in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9782317,2025-07-02 06:15:53.9782587,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""TotalDeposits""]","[""1250.50"",""890.00"",""2100.75"",""450.25""]","Source: DailyActions.TotalDeposits, Type: money",Direct data entry from source systems,"[""financial"",""revenue"",""transaction""]",Money,Must be >= 0,0.8000,0.9000,SUM,"[""GGR"",""NGR"",""Revenue"",""Player Spending""]",0,1,Financial metric representing player spending and revenue generation,"[""Relates to player transactions"",""Links to payment methods"",""Connects to GGR calculations"",""Foundation for LTV analysis"",""Revenue attribution""]","[""GGR"",""NGR"",""Revenue"",""Turnover""]","[""revenue analysis"",""player spending"",""financial reports"",""deposit trends""]","[""How much revenue was generated?"",""What are player spending patterns?"",""Which deposit methods are most popular?"",""What are the deposit trends?""]","[""Revenue"",""Income"",""Money_In"",""Funding"",""Player_Spending"",""Financial_Inflow"",""Deposits"",""Payment"",""Cash_In""]","Key financial metric for revenue analysis, aggregated by SUM for totals","[""Total Revenue"",""Average Deposit"",""Deposit Count"",""Revenue Growth"",""Deposit Frequency""]",0.90,"[""Use for revenue calculations"",""Essential for financial analysis"",""Key for player spending analysis"",""Critical for GGR computation"",""Foundation for LTV calculations""]","[""deposits"",""revenue"",""financial"",""inflow"",""player_spending"",""daily"",""gambling"",""money"",""payment"",""funding"",""cash_in"",""ggr""]","Tracks player financial activity for revenue analysis, compliance monitoring, and business intelligence",Deposit Amount,"Financial metric representing deposit activity in the gambling platform, critical for revenue analysis and player spending behavior assessment.","[""Must be non-negative value (\u003E= 0)"",""Subject to anti-money laundering monitoring thresholds"",""Required for GGR/NGR regulatory calculations""]","{""type"":""Financial Metric"",""relationships"":[""Contributes to GGR calculations"",""Links to player lifecycle analysis"",""Relates to LTV calculations""],""business_impact"":""Core revenue metric affecting all financial KPIs""}",Confidential,2025-07-02 06:15:53.9782583,0.90
1912,224,TotalWithdrawals,Business data field for TotalWithdrawals in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9786511,2025-07-02 06:15:53.9786677,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""TotalWithdrawals""]",[],"Source: DailyActions.TotalWithdrawals, Type: money",Direct data entry from source systems,[],Integer,,0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,1,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Payout"",""Withdrawal"",""Cash Out"",""Player Funds""]","[""payout analysis"",""withdrawal patterns"",""cash flow reports""]","[""How much was paid out to players?"",""What are withdrawal patterns?"",""What is the payout ratio?"",""Which players withdraw most?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Total Payouts"",""Average Withdrawal"",""Payout Ratio"",""Cash Flow""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,TotalWithdrawals,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9786672,0.60
1913,224,FirstName,Business data field for FirstName in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9791253,2025-07-02 06:15:53.9791431,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""FirstName""]",[],"Source: DailyActions.FirstName, Type: nvarchar",Direct data entry from source systems,[],Text,MAX_LENGTH(64),0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,FirstName,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9791426,0.60
1914,224,LastName,Business data field for LastName in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9797013,2025-07-02 06:15:53.9797192,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""LastName""]",[],"Source: DailyActions.LastName, Type: nvarchar",Direct data entry from source systems,[],Text,MAX_LENGTH(64),0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,LastName,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9797187,0.60
1915,224,DynamicParameter,Business data field for DynamicParameter in daily activity tracking,Provides essential business context for gambling operations and analytics,"Sample text, Example value, Data entry",Standard data validation applies,0,1,2025-07-02 06:15:53.9802466,2025-07-02 06:15:53.9802652,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""DynamicParameter""]",[],"Source: DailyActions.DynamicParameter, Type: varchar",Direct data entry from source systems,[],Text,MAX_LENGTH(500),0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,DynamicParameter,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9802647,0.60
1916,224,ClickId,Business data field for ClickId in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:53.9809442,2025-07-02 06:15:53.9809633,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""ClickId""]",[],"Source: DailyActions.ClickId, Type: nvarchar",Direct data entry from source systems,[],Text,MAX_LENGTH(500),0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,ClickId,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9809629,0.60
1917,224,CountryCode,Business data field for CountryCode in daily activity tracking,Provides essential business context for gambling operations and analytics,"Sample text, Example value, Data entry",Standard data validation applies,0,1,2025-07-02 06:15:53.9814124,2025-07-02 06:15:53.9814312,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""CountryCode""]",[],"Source: DailyActions.CountryCode, Type: varchar",Direct data entry from source systems,[],Text,MAX_LENGTH(5),0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,1,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,CountryCode,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9814307,0.60
1918,224,PhoneNumber,Business data field for PhoneNumber in daily activity tracking,Provides essential business context for gambling operations and analytics,"Sample text, Example value, Data entry",Standard data validation applies,0,1,2025-07-02 06:15:53.9817996,2025-07-02 06:15:53.9818178,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""PhoneNumber""]",[],"Source: DailyActions.PhoneNumber, Type: varchar",Direct data entry from source systems,[],Text,MAX_LENGTH(64),0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,PhoneNumber,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9818174,0.60
1919,224,MobileNumber,Business data field for MobileNumber in daily activity tracking,Provides essential business context for gambling operations and analytics,"Sample text, Example value, Data entry",Standard data validation applies,0,1,2025-07-02 06:15:53.9822326,2025-07-02 06:15:53.9822508,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""MobileNumber""]",[],"Source: DailyActions.MobileNumber, Type: varchar",Direct data entry from source systems,[],Text,MAX_LENGTH(64),0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,MobileNumber,Business data field for tbl_Daily_actions_players providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.9822503,0.60
